,Link,Img Alt,Elements
0,https://www.fragrantica.com.br/notas/Agua-Citrica-1182.html,Água Cítrica,"['Britney Spears Fantasy Sheer', 'Kensie Buttercup Babe', 'Bath & Body Works Indigo Dreams', 'The Body Shop Lemon Hair Mist']"
1,https://www.fragrantica.com.br/notas/Bergamota-75.html,Bergamota,"['Dior Dior Homme Cologne 2022', 'Monotheme Venezia Bergamotto', 'Zara Vibrant Leather Eau de Parfum', 'Orto Parisi Bergamask', 'Outremer Bergamote', 'Valentino Valentino Uomo Born in Roma Green Stravaganza', 'Abercrombie & Fitch Ellwood White Bergamot', 'Dior Dior Homme Cologne 2013', 'Lush Avocado Co-Wash', 'The Merchant of Venice Bergamotto Italia', 'Bvlgari Allegra Magnifying Bergamot Essence', 'Rag & Bone Bergamot', 'Dolce&Gabbana Light Blue Summer Vibes', 'Faberlic Aromania Bergamot', 'Essential Parfums Nice Bergamote', 'Montblanc Explorer', 'Yves Saint Laurent MYSLF', 'Nishane Wulóng Chá', 'Caswell Massey Jockey Club', 'Philosophy Amazing Grace Bergamot', 'Zara Orchid 2019', 'Carolina Herrera Good Girl Blush', 'Zara Zara Orchid 2021', 'Guerlain Bergamote Fantastico Extrait 11', '4711 4711 Original Eau de Cologne', 'Jean Paul Gaultier Le Beau', 'Valentino Valentino Uomo Born In Roma Rockstud Noir', 'Acqua di Parma Acqua di Parma Blu Mediterraneo Bergamotto di Calabria', 'Zara Blanc-à-Porter (Layering Enhancer Fragrance)', 'The Merchant of Venice Bergamot', 'Guerlain Aqua Allegoria Bergamote Calabria', 'By Kilian Princess Eau Fraîche', 'Louis Vuitton Afternoon Swim', 'Zara Waterlily Tea Dress', 'Demeter Fragrance Earl Grey Tea', 'Jean Desprez Etourdissant', 'Clean Rain', 'Le Labo Bergamote 22', 'Zara Vibrant Leather Cologne', 'Matiere Premiere Cologne Cedrat', 'Olfattiva Bergamotto', 'Zara Green Savage', 'Zara Vibrant Leather Summer', 'Good Chemistry Coffee Cloud', 'Jo Malone London Oud & Bergamot', 'Dior Sauvage', 'Carolina Herrera Mad World', 'Dior Dior Addict Eau Fraiche 2014', ""Fenjal Miss Fenjal Cote d'Azur"", 'Vilhelm Parfumerie Morning Chess', ""Victoria's Secret Very Sexy Sea"", 'Giorgio Armani Acqua di Giò Profumo', 'Zara Les Heures Passent (Into The Joyful)', 'Dior Sauvage Eau de Parfum', 'Zara Vibrant Leather Oud', 'Louis Vuitton Symphony', 'Laboratorio Olfattivo Bergamotto', 'Versace Versace Pour Homme', '4711 4711 Acqua Colonia Green Tea & Bergamot', 'Hermetica Source1', 'Vilhelm Parfumerie Dear Polly', 'Liis Ethereal Wave', 'Burberry Hero', 'I Profumi di Firenze Bergamotto Calabro', 'Calvin Klein Defy', 'Caudalie Eau Des Vignes', 'Tru Fragrances Jet 365 City Lights', 'Zuma Bergamotto', 'Louis Vuitton Cactus Garden', 'Commodity Moss -', 'Versace Versense', 'Zara Amalfi Sunray', 'Aquaflor Firenze Bergamotto', 'Dior Dior Homme Sport 2021', 'Bien-Etre Eau de Cologne Naturelle', ""Victoria's Secret Victoria's Secret Heavenly Summer (2015)"", 'Frederic Malle Eau De Magnolia', 'Jean Paul Gaultier Le Male On Board', 'Zara Navy Black', 'Amygdala Bergamot', 'Maison Francis Kurkdjian Aqua Celestia Cologne Forte', 'Parfums Berdoues Orange Blossom & Bergamot', 'Versace Versace Man Eau Fraiche', 'Xerjoff Nio', 'Une Nuit Nomade Nothing but Sea and Sky', 'Le Monde Gourmand 000', 'Versace Versace Pour Homme Dylan Blue', 'Hugo Boss Hugo Reversed', 'Zara Sunrise On The Red Sand Dunes', 'Angel Schlesser Tempting Bergamot', 'Zielinski & Rozen Vetiver & Lemon, Bergamot', 'Guerlain L’Homme Idéal Platine Privé', 'Giorgio Armani Acqua di Giò Parfum', 'Provence & Nature Bergamote', 'Exteta Maestrale Fragrance', 'Estée Lauder Tender Light', 'Goldfield & Banks Australia Bohemian Lime', 'Guerlain Habit Rouge Rouge Privé', ""Victoria's Secret Liquid Coconut"", 'Yves Rocher Flowers in the City', 'Jo Malone London Earl Grey & Cucumber', 'Borouj Spiritus', 'Soma Parfums Serene', 'Ortigia Sicilia Bergamot', 'The Body Shop Vibrant Bergamot', 'Zara Zara Night Pour Homme II', 'AXE Bergamot Proximity', 'Frais Monde Bergamotto', ""Le Ricette dell'Antica Farmacia del Cinghiale Bergamotto"", ""Voyages Imaginaires Tea & Rock'n Roll"", 'Naso Di Raza Cha-Ba-Da', 'Tom Ford Neroli Portofino', 'Acqua di Parma Bergamotto di Calabria La Spugnatura', 'Maison Francis Kurkdjian Aqua Universalis Cologne Forte', 'Loewe Agua Drop', 'Dior Sauvage Parfum', 'Dior Eau Sauvage Parfum', 'Lattafa Perfumes Suqraat', 'Marks & Spencer Soft Bergamot & Musk', 'Yves Rocher Bloom In Love', ""Al Haramain Perfumes L'Aventure"", 'Nest Indigo', 'Louis Vuitton Imagination', 'Ermenegildo Zegna Italian Bergamot', 'Rituals Ritual of Karma', 'Celine Parade', 'Dior Eau Sauvage Parfum 2017', 'Lake & Skye Echo Lake', 'Bath & Body Works Graphite', 'Giorgio Armani Armani Code Parfum', ""Victoria's Secret Angel Gold"", '4711 4711 Acqua Colonia Vetyver & Bergamot', 'Ex Nihilo The Hedonist', 'Phlur Ameline Eau de Parfum', 'Floraïku Just A Rose', 'Nishane Hacivat', 'Calvin Klein CK IN2U for Her', 'Giorgio Armani My Way', 'Courrèges Le Messager', 'Parfums de Marly Greenley', 'Afnan Supremacy Not Only Intense', 'Gucci Gucci Bamboo', 'Ermenegildo Zegna Acqua di Bergamotto', 'Chanel Cristalle Eau Verte', 'Profumum Roma Orangea', 'Ricordi Uno', 'Jo Malone London Wild Achillea', 'Initio Parfums Prives Musk Therapy', 'Buly 1803 Eau Triple Bergamote De Calabre', 'Maison Francis Kurkdjian 724', 'Zara A Daisy Bouquet In London', 'Creed Silver Mountain Water', 'Jimmy Choo Jimmy Choo Man Ice', 'Andres Croxatto Andrés Croxatto Man', 'Bath & Body Works Endless Sea', 'Zara Velvet Shadow (Into The Gourmand)', 'Zara Lush Vetiver', 'Bath & Body Works Freshwater', 'Yves Rocher Matin Blanc', 'Angel Schlesser Vibrant Sandalwood', 'Dior Eau Sauvage Cologne', 'Fueguia 1833 Jacarandá', 'Emirates Pride Perfumes Bergamot Bel Amber', 'Mugler Mugler Cologne', 'Gallagher Fragrances Bergamot Silk', '4711 4711 Acqua Colonia Green Tea & Bergamot', 'Zara Stunningly Venice', 'Fragrance One Unisex For Everybody', 'Theodoros Kalotinis Sea God', 'Coach Coach Green', 'Vilhelm Parfumerie Black Citrus', 'Zara Nude Bouquet 2017', 'Montblanc Starwalker', 'Armaf Hunter Intense', 'Nike Nike #ViralBlue', 'Avon Aspire Man (2016)', 'Hermès Eau de Basilic Pourpre', ""L'Occitane en Provence Eau de Cedrat"", 'Bath & Body Works Gingham Legend', 'Laverne Luminous', 'Chanel Allure Homme Edition Blanche Eau de Parfum', 'Montblanc Legend Spirit', 'Acqua di Montisola Peschiera Man', ""Victoria's Secret Sliver Of Sun"", ""Yves Saint Laurent La Nuit de l'Homme"", 'Giorgio Armani Acqua di Giò Profondo', 'EPC Experimental Perfume Club Bergamot Incense', ""Fine'ry. Before The Rainbow"", 'Moschino Fresh Couture', 'Santa Maria Novella Santa Maria Novella Classica', 'Nishane Ambra Calabria', 'Dr. Squatch Glacial Falls Cologne', 'Prada Luna Rossa Ocean', 'Diptyque Opsis', 'Armaf Club De Nuit Urban Elixir', 'Fragrance One Office For Men', 'Being Frenshe Bergamot Cedar', 'Guerlain Cherry Blossom Millésime 2024', 'Dolce&Gabbana Light Blue pour Homme', 'Azzaro The Most Wanted Intense']"
2,https://www.fragrantica.com.br/notas/Calamondin-1028.html,Calamondin,"['Bvlgari Bvlgari Man Terrae Essence', 'Molinard Citrus Noir']"
3,https://www.fragrantica.com.br/notas/Candied-Lemon-1485.html,Candied Lemon,['Dolce&Gabbana Devotion']
4,https://www.fragrantica.com.br/notas/Capim-Limao-ou-Citronela-358.html,Capim-Limão ou Citronela,"['Louis Vuitton Cactus Garden', 'Aquaflor Firenze Brisas', 'ZARKOPERFUME Cloud Collection No 2', 'L’Occitane Au Brésil Capim-Limão', 'Indigo Wild Zum Mist Lemongrass', 'Natura Capim Limão e Hortelã', 'Al-Rehab Luzane', 'Arabian Oud Almas Gold', 'Pacifica Thai Lemongras', 'Ricardo Ramos Perfumes de Autor ZamBra', 'Regalien Hammam', 'Pacifica Contact High', 'Cowshed Wild Cow', 'Pierre Guillaume Paris Morning In Tipasa 7.2', 'Zielinski & Rozen Lemongrass & Vetiver, Amber', 'Carner Barcelona Lukomorie', 'A Beautiful Life Brands Fawn', 'Les Liquides Imaginaires Melancolia Eau de Parfum', 'The Lab El Laúd', 'L’Occitane Au Brésil Capim-Limão Gengibre', 'Lattafa Perfumes Sheikh Shuyukh Final Edition', 'Decotto Di Neve Scopritore Di Marmellata', 'Xerjoff Fiero', 'Diptyque Citronnelle & Geranium', 'Coco De Mer Cosmetics Lodas', 'Natura Capim-Limão', 'L’Occitane Au Brésil Capim-Limão Alfazema', 'Urban Rituelle Lemongrass Blend', 'Avatim Água Refrescante Verbena e Bambu', 'Filigree & Shadow OPENING', 'Frau Tonis Parfum No. 02 Berlin Summer', 'Old Factory Soap Company Hermetica', 'Dove Go Fresh Grapefruit & Lemongrass', 'Lush Love', 'Thymes Jade Matcha', 'L’Occitane Au Brésil Capim-Limão Tangerina', 'Mind Games Vieri', ""Penhaligon's Bayolea"", 'Rituals No. 10 Lemongrass & Neroli', 'Ramakrishnananda Atma', 'In Fiore Tangiers', 'Avon Aquavibe Mix Chypre + Capim-Limão', 'Prissana Tom Yum', 'Al-Rehab Khaliji', 'Jardin de France Metal Absolu', 'Borsari Lemongrass e Cassis', 'Shay & Blue London Dandelion Fig', 'Bvlgari Opalon', 'O Boticário Verbena', 'Nico Uytterhaegen Nononsense 8', 'Tauer Perfumes 09 Orange Star', 'Lotus Noir Perfumery Velvet Popsicle', 'Ojai Wild White Sage Leaves', 'Affinessence Gingembre Latte', 'Tommy Bahama Maritime Voyage', 'FRAMA St. Pauls', 'Farfalla Aura 1968', 'Phebo Mandarina Asiática', ""L'Occitane en Provence Verveine Fleur de Carotte"", 'Burberry Burberry Brit Eau de Toilette', 'Pierre Balmain Monsieur Balmain', 'Lush Coco Loco', 'DSH Perfumes Lift Off', 'Kelsey Berwin Trudie Sport', 'Lush 25:43', 'Ravenscourt Apothecary Green Tea', 'Wicked Good Outback Mate', 'The Body Shop Blue Musk Zest', 'Fiorucci Extreme Sport', 'Le Monde Gourmand Empower', 'YZY Dis-Lui Extreme', 'Judith Leiber More Zest!', 'Al-Rehab Bahrain Pearl', 'Coty Roots Spirit Woman', 'Adam Levine Adam Levine for Men', 'Al-Rehab Black Horse', 'Jovan Grass Oil', 'Lattafa Perfumes Najdia', 'Nico Uytterhaegen Nononsense 4', 'Lush Karma', 'Pacifica Mind Control', 'Tempus Vitae Élixir de Vie', 'Carven Carven Vetiver', 'Karen Doué Zillya', 'Kreolfleurage Parfums Takamaka', 'Prosody London Lantern Reed', 'Ganache Parfums Tropical Iced Tea', 'Mary Kay Upbeat for Him', 'DI SER Sola', 'Diesel Only The Brave Wild', 'Arabian Oud Arabian Nights', 'Al-Rehab Sondos', 'Journal Galanga', 'Villa Buti Alloro Amabile', 'C.O.Bigelow Lime Coriander', 'J.U.S Parfums Gingerlise', 'Lush The Smell of Freedom', 'Lumira Soleil Du Maroc Parfum', 'Addison Rae Chill AF', 'Lush Smell of Freedom Part 1: Fire Tree', 'A Wing & A Prayer Perfumes Azure Perfume', 'Pinaud Clubman Citrus Musk', 'Helan Vaniglia Verveine', 'Less Is More Wide Awake', 'Nico Uytterhaegen Nononsense 6', 'Nomenclature Minted', 'Demeter Fragrance Fiery Curry', 'Carolina Herrera 212 Men NYC Body Spray', 'TRNP Oudh Batavia', 'Ladanika Sister Fox Лисичка-сестричка', 'DS&Durga Suckle Honey City', 'Nose Perfumes Meadow Tea', 'PanVel Baby Clube', 'O Boticário Matcha', 'Arcana Craves Pumpkins Crave Viola', 'Olympic Orchids Artisan Perfumes Kyphi', 'House of Matriarch She', 'Evterpa Aglaya Svejest', 'Dom Prirody Black Sea Breeze (Chernomorskiy Briz)', 'Bombay Perfumery Chai Musk', 'Arcana Craves Peaches Crave Beaches', 'Elizabeth Arden Green Tea Citron Freesia', 'Lotus Noir Perfumery Coco Pearl', 'Natura Flores Delicadas', 'Carthusia Io Capri', '4160 Tuesdays London 1969', 'Arabian Oud Signature', 'Royal Crown Rain', 'Gabar No. I Float', 'OsmoGenes Perfumes Sada Yacco Сада Якко', 'Naughton & Wilson Bon Viveur', 'Playboy My VIP Story For Men', 'Neil Morris Earthtones #4: Red Sky', 'TRNP Siddartha', 'Boadicea the Victorious Boadicea Nemer', 'Natura Siberica Siberie Mon Amour', 'Maracujá Brasil Spring Peônia', 'Avon Luiza Brunet', 'A Wing & A Prayer Perfumes Bella', 'Saffron James Ipo', 'Ard Al Zaafaran Al Dirgham', 'Be. Colonias Be. Chá Verde', 'Natura Dose de Humor', 'Alexandra Gluck Rimskaya (Римская)', 'Santa Maria Novella Gardenia', 'Chatillon Lux Parfums Admiral', 'The World In Scents Grey Stone Castle', 'Navitus Parfums Siesta Drive', 'Blackcliff Parfums Limewood', 'CnR Create Air Aquarius', 'Anglia Perfumery Somerset', 'Carthusia Ligea (Ligea la Sirena)', 'DSH Perfumes Antiu', 'Alkemia Perfumes Sadzi', 'Arabian Oud 1001 Night', 'Ayliroma My Sweetie', 'Dailus Lab Nº 09', 'Oriflame Glacier Ice', 'MIKMOI Lingua Franca', 'Maison Anthony Marmin Oud Sumatra', 'Almah Parfums 1948 Kowloon Bay', 'Tokyo Milk Parfumerie Curiosite Garden State 100', 'Fairia Floating Lotus', 'Coeur d’Esprit Natural Perfumes Midnight Blue', ""Bulgarian Rose Lady's Joy Melody"", 'Il Profumiere Caribbean Beach', 'Dueto Parfums City Love', 'Clandestine Laboratories Belem', 'Negligé Perfume Lab Nude', 'Saint Morits Jardin de Madame', 'TRNP Mekong', ""O'Driu Leva"", 'Jovan Intense Oud', 'Fresh Citron de Vigne', 'Nick Ricardo Collection Desire', ""Tsi-La Organic Fiori d'Arancio"", 'Great American Scents Sunshine Grove', 'Negligé Perfume Lab Marrakesh', 'Tallulah Jane Misae', 'Myropol Kufi', 'Springfield SPF Golden Emotions', 'January Scent Project Smolderose', 'Infusion Organique Buddha’s Fig', 'Esscentual Alchemy Blue Lemonade Botanical Perfume', 'Antonio Visconti Esprit Libre', 'Kamila Robinson Foresta nella metropoli (Лес в мегаполисе)', 'Sultan Pasha Attars Cites des Anges', 'Infusion Organique Sands of Morocco', 'Proad La Scala (Siam Square)', 'DSH Perfumes Sampsuchinon', 'Nike Nike #TurquoiseVibes', 'Herr Von Eden Euterpe', ""O'Driu Londa 1005"", 'Olympic Orchids Artisan Perfumes DEV #3: The Inevitable', 'Dilís Parfum Taboo', 'Orali Perfume Saint', 'Ahmed Mahsoub KARIZMA Black Currant', 'Olympic Orchids Artisan Perfumes DEV #1: Foreplay', 'Molton Brown Delicious Rhubarb & Rose', 'Estée Lauder Pleasures Exotic']"
5,https://www.fragrantica.com.br/notas/Casca-de-Toranja-1338.html,Casca de Toranja,"['EBK Deep N Desire Yacht', 'Rosae Virtus Rosa Aestiva', 'Manos Gerakinis Selene (SEΛENE)', 'Ffern Summer 23']"
6,https://www.fragrantica.com.br/notas/Chen-Pi-1289.html,Chen Pi,['Auphorie Shennong']
7,https://www.fragrantica.com.br/notas/Chinotto-866.html,Chinotto,"['Acqua di Parma Chinotto di Liguria', 'Abaton Chinotto Gourmand', 'Versace Eros Flame', ""Nature's Chinotto Rosa"", 'Abaton Chinotto Dark', 'Alexandra Gluck Ancha']"
8,https://www.fragrantica.com.br/notas/Cidra-373.html,Cidra,"[""Hermès Terre d'Hermes Eau Givree"", 'Chanel Chance Eau Fraiche Eau de Parfum', 'Le Couvent Maison de Parfum Aqua Minimes', 'Louis Vuitton Imagination', 'Louis Vuitton Sun Song', 'Parfums Berdoues Matahari Di Bali', 'Cremo Citrus and Mint Leaf', 'Dior Eau Sauvage Parfum 2017', 'Chanel Chance Eau Fraiche Hair Mist', 'Acqua di Parma Acqua di Parma Blu Mediterraneo Bergamotto di Calabria', 'Dior Dior Homme Sport 2012', 'Le Labo Cedrat 37 Berlin', 'Mugler Alien Flora Futura', 'Jimmy Choo Jimmy Choo Man Ice', ""L'Artisan Parfumeur Mon Numero 9"", 'Tropical Feeling Al Matino Black', 'Provence & Nature Essentiel Citron', 'Chloé Chloé Eau de Parfum Naturelle', 'Louis Vuitton Pacific Chill', ""L'Erbolario Cedro di Calabria (Calabrian Citron)"", 'Le Couvent Maison de Parfum Aqua Millefolia', 'State of Mind Sense of Humor', 'Yves Rocher Mandarine Citron Cèdre', 'Nina Ricci Nina Rouge', 'Bvlgari Bvlgari Man Terrae Essence', 'Zeromolecole Nuvole', 'Nicolai Parfumeur Createur Cedrat Intense', 'Atelier Cologne Cedrat Enivrant', 'Perris Monte Carlo Cedro di Diamante', 'Thera Cosméticos Ycaro', 'Gucci 1921', 'Hermès Eau de Citron Noir', 'Fulton & Roark Blue Ridge', 'BORNTOSTANDOUT® Naked Neroli', 'Acqua di Parma Acqua di Parma Blu Mediterraneo - Fico di Amalfi', 'Dolce&Gabbana Light Blue Pour Homme Beauty of Capri', 'Prada Luna Rossa Eau Sport', ""Goutal Eau d'Hadrien"", 'Dior Cruise Collection - Escale a Portofino Limited Edition', 'Good Chemistry Bluebell', ""L'Atelier Parfum Green Crush"", 'Versace Yellow Diamond Intense', 'Michael Malul London Citizen Jill', 'Arabian Oud Arabian Knight', 'Acqua di Parma Acqua di Parma Magnolia Nobile', 'The Master Perfumer Black Musk N°12', 'Goutal Ninfeo Mio', 'WienerBlut Hesperia', 'Arquiste L’Etrog', ""Nature's Cedro Donna"", '100 Bon Eau de Thé & Gingembre', 'Maria Candida Gentile Yazemeenah', 'Oriza L. Legrand Extra Vieille Cologne', 'Nina Ricci Nina Collector Edition', 'Michael Malul London Blue Ridge', 'Gritti Tangerina', 'Athena Fragrances ZENO', 'Burberry The Beat for Men', 'DSQUARED² 2 Wood', 'Maison Matine Tu Te Calmes', 'Guerlain Eau de Fleurs de Cedrat', 'Issey Miyake L’Eau d’Issey Pour Homme Yuzu', ""Nature's Cedro Uomo"", 'Ggema Soul', 'Pineward Perfumes Greymist', 'Nishane Safran Colognise', 'Molinard Citrus Noir', 'Donna Karan DKNY Be Delicious Lime Mojito', 'Parfums de la Bastide Insolite', 'Vince Camuto Vince Camuto Homme Intenso', 'Victorio & Lucchino Nº 18 Vitamina C.Ítrica', ""Lolita Lempicka Lolita Lempicka Edition d'Ete"", 'Anna Sui Tin House Flight of Fancy', 'Fragonard Les Naturelles: Citron', 'Just Jack J', 'Giorgio Armani A Milano', 'Jean Paul Gaultier Classique Pin Up', 'Goutal Nuit Etoilee', 'Roger & Gallet Cédrat', 'Carolina Herrera Blond Jasmine', 'Rêveur Obsidian', 'The Fragrance Kitchen In Love', ""L'Occitane en Provence L'Homme Cologne Cedrat"", 'Nicolai Parfumeur Createur Angelys Pear', 'Creed Absolu Aventus', 'Azzaro Solarissimo Marettimo', 'Frassai Verano Porteño', 'Benetton United Dreams Men Go Far', 'DS&Durga Foxglove', 'Fenjal Miss Fenjal Summer Dream', 'EAUSO VERT Boozy Patchouli', ""Arquiste L'Etrog Acqua"", 'Jeanne en Provence Verveine Cedrat', 'Ralph Lauren Polo Ultra Blue', 'American Eagle True', 'Thameen Kiani', ""Goutal Les Colognes Eau d'Hadrien"", 'Moschino Stars', 'Montale Aoud Ever', 'Atelier Cologne Vanille Insensée', 'By Kilian Noir Aphrodisiaque', 'O Boticário Carotte', 'Thera Cosméticos Rakon', 'Olympic Orchids Artisan Perfumes Hamsa', 'Guerlain Frenchy Lavande', 'Ganache Parfums Berry Lemonade', 'Etro Pegaso', 'Proad Pure Chemical No Natural', 'Ralph Lauren Polo Earth', 'Carolina Herrera Orange Affair', 'Avon Aqua Frais', 'Arabesque Perfumes Bacara', 'BeauFort London Lignum Vitae', 'Nicolai Parfumeur Createur New York Intense', 'Goutal Hadrien Absolu', 'Nicolai Parfumeur Createur Cologne Cedrat', 'Night De Paris Night De Paris New York', 'John Varvatos Star USA', 'DS&Durga The Greatest Cologne of All Time', 'Le Galion Whip (2014)', 'Fragonard Iris', ""Etat Libre d'Orange Malaise of the 1970's"", 'Farina 1709 Original Eau de Cologne', 'Bvlgari Opera Prima', 'Good Chemistry Silver Coast', 'DSH Perfumes Hand of Buddha', 'Replay Tuscany Yellow', 'IUNX No. 06 L’Eau Frappe', 'Ramon Monegal Entre Naranjos', 'Parfums de la Bastide Éclatant', 'Voluspa Citron Vert & Vanille', 'Just Jack Amalfi Coast', 'Teo Cabanel Deja Vu', 'Farfalla Optimist', 'Yves Rocher Tradition Eau de Cologne Naturelle', ""Parfum d'Empire Iskander"", 'Providence Perfume Co. Summer Yuzu', 'Avon Tribute', 'Ibrahim Fuhaid Treng Waves', 'E. Marinella E. Marinella', 'Новая Заря (The New Dawn) Юнкерский (Yunkerskiy) No. 3', 'Comme des Garcons Energy C Lemon', 'Ramon Monegal Dry Wood', 'Nicolai Parfumeur Createur Ambre Cashmere Intense', 'Badgley Mischka Forest Noir', 'Huygens Moon River', ""Voskanian Parfums Histoire d'une Rose"", 'Molton Brown Bushukan Eau de Parfum', 'Spiritum 4 Builder Of Future', 'Guerlain Le Frenchy', 'Ferrari Bright Neroli', 'Givenchy Ange ou Démon Le Secret Edition Riviera', 'Dr. Taffi Batik Maracuja Flowers', ""Chloé L'Eau de Chloe"", 'Emanuela Biffoli Stellae', 'Frapin Attendre & Espérer', 'Missoni Missoni (2015)', 'Acqua di Parma Magnolia Nobile Hair Mist', 'Chris Collins Citrus Grandis', 'Tom Ford Eau de Soleil Blanc', 'Philosophy Pure Grace Summer', 'Inspiration Olfactive Mandarine Solaire', 'Sean John I am King of Miami', 'Amouage Imitation Man', 'Thymes Rosewood Citron', 'Parfums Berdoues 1902 Bois Ambré', 'Plantage Auradiant', 'Giorgio Armani Cyprès Pantelleria', 'Salvatore Ferragamo Vendemmia (2013)', 'Jo Malone London Orange Blossom Cologne (2019)', 'Perris Monte Carlo Patchouly Nosy Be Extrait', 'Trussardi Trussardi Donna Eau de Toilette', 'Calvin Klein CK One Summer 2017', 'Trussardi Trussardi Donna Levriero Limited Edition', 'Ormonde Jayne Formosa', ""Goutal Eau d'Hadrien Eau sans Alcool"", 'Acqua di Parma Acqua Nobile Iris', 'Farfalla Mandarine', 'Beach Geeza Juniper Java', ""Pupa I'm Fio Glam Fuchsia"", 'Bath & Body Works Merry Cherry Cheer', 'Courrèges Eau Hyper Fraîche', 'Acca Kappa Giallo Elicriso', 'Brocard Exotic Lemonade', 'Galimard Napoléon 1815', 'Navitus Parfums Eau Debonaire', 'Providence Perfume Co. Lemon Liada', 'Hermès Caleche Soie de Parfum', 'Kaloo Liliblue', 'NANADEBARY Green', 'Etro Messe de Minuit', 'Le Galion Eau Noble (2014)', 'Le Galion Special for Gentlemen', 'Acidica Perfumes Helleborus', 'Bon Parfumeur 001 orange blossom, petitgrain, bergamot', 'pH Fragrances Mistral & Flower of Vichy', 'O Boticário Insensatez Orgulho', 'Molinard Vanille Fruitee Eau de Parfum', 'Les Essentiels Thé Vert', 'Jardin de France Ouranos Eau Celeste']"
